,run 0,run 1,run 2,run 3,run 4,run 5,run 6,run 7,run 8,run 9,run 10,run 11,run 12,run 13,run 14,run 15,run 16,run 17,run 18,run 19,run 20,run 21,run 22,run 23,run 24,run 25,run 26,run 27,run 28,run 29
0,0.00013054830287206266,0.046071481965109365,0.0012345679012345679,0.00019569471624266145,0.00010141987829614606,0.05085490430150795,0.0006944444444444445,0.0004716981132075472,0.002272727272727273,0.0003690036900369004,0.00028571428571428574,0.0003802281368821293,0.012679636083346345,0.0008333333333333334,0.0008264462809917356,0.0004761904761904762,0.0005291005291005291,0.01043473998730137,0.025081143424048134,0.023890784982935155,0.002564102564102564,0.0009433962264150943,0.0011363636363636365,0.00034129692832764505,0.0024390243902439024,0.0010309278350515464,0.0010204081632653062,0.0051856751661751325,0.0009900990099009901,0.039058038072080345
1,0.00026595744680851064,0.0002801120448179272,0.0008064516129032258,0.0008928571428571429,0.019460065324717692,0.00033112582781456954,0.000628930817610063,0.0033333333333333335,0.038196731060968374,0.0007462686567164179,0.001724137931034483,0.002380952380952381,0.00033112582781456954,0.004789661522263994,0.002127659574468085,0.0010869565217391304,0.0035714285714285718,0.016944931807895674,0.00022522522522522523,0.02909044385583389,0.0011363636363636365,0.018902968864909622,0.000925925925925926,0.001098901098901099,0.0,0.0005347593582887701,0.0010869565217391304,0.0,0.0009345794392523365,0.1
2,0.002777777777777778,0.0334100172017384,0.0005747126436781609,0.00044642857142857147,0.003125,0.002173913043478261,0.002173913043478261,0.0016129032258064516,0.026872664595811738,0.002564102564102564,0.000819672131147541,0.025986828096186403,0.005311394206008725,0.00831010781470147,0.0015384615384615385,0.0009174311926605505,0.002631578947368421,0.09233551492143366,0.09564178482035555,0.03802157144742462,0.0022222222222222222,0.00037593984962406017,0.013323350980632637,0.002380952380952381,0.03093990031916328,0.005263157894736842,0.0300208240291146,0.0014285714285714286,0.0011235955056179776,0.00034965034965034965
3,0.0010869565217391304,0.0035714285714285718,0.0009090909090909091,0.0006944444444444445,0.0008474576271186442,0.010570039500769943,0.0007518796992481203,0.01453154526460621,0.011813671816724214,0.0009615384615384616,0.0006756756756756757,0.017757085213901447,0.0004385964912280702,0.03591692168705328,0.03201334799916824,0.000980392156862745,0.002631578947368421,0.006754451057365774,0.035897435897435895,0.010596868529199235,0.001282051282051282,0.00035587188612099647,0.00101010101010101,0.0007518796992481203,0.0011627906976744186,0.046152391038247934,0.00048780487804878054,0.0006711409395973155,0.0005128205128205128,0.0015446686890924024
4,0.0022222222222222222,0.002325581395348837,0.022451973430957207,0.0007874015748031497,0.003125,0.00032362459546925567,0.000925925925925926,0.060950322353306066,0.002631578947368421,0.0015873015873015873,0.00021978021978021978,0.0014705882352941176,0.004013117711690138,0.0005076142131979696,0.0009615384615384616,0.002,0.02097266402805948,0.0005813953488372093,0.020177461086921075,0.09445491517549709,0.0013698630136986301,0.0008474576271186442,0.0008403361344537816,0.0006711409395973155,0.00034722222222222224,0.09030411568437458,0.0013333333333333335,0.002325581395348837,0.022657554110615586,0.0038461538461538464
5,0.019434286482988155,0.0020408163265306124,0.0014084507042253522,0.0003787878787878788,0.0020833333333333333,0.0038461538461538464,0.002380952380952381,0.0006993006993006993,0.024682781477074384,0.0014492753623188406,0.0012658227848101266,0.0009615384615384616,0.0058823529411764705,0.0013157894736842105,0.002857142857142857,0.002272727272727273,0.01957861974969114,0.0011363636363636365,0.0375687206385491,0.011441801139620142,0.0024390243902439024,0.002777777777777778,0.0007874015748031497,0.010033873288429364,0.0009708737864077671,0.0002444987775061125,0.000628930817610063,0.0010309278350515464,0.0011627906976744186,0.0020833333333333333
6,0.0016666666666666668,0.0012195121951219512,0.0011627906976744186,0.003125,0.00125,0.013587237956611398,0.03648615095511592,0.00029239766081871346,0.002272727272727273,0.0005882352941176471,0.0012048192771084338,0.00125,0.004789001960664228,0.003125,0.0022222222222222222,0.006666666666666667,0.00044444444444444447,0.0005641346246393677,0.0004566210045662101,0.0,0.0009523809523809524,0.010475241886457693,0.0006329113924050633,0.062109880508500644,0.0016666666666666668,0.008081339266035855,0.00040485829959514174,0.005,0.0012345679012345679,0.0016666666666666668
7,0.00625,0.0013513513513513514,0.00625,0.0005780346820809249,0.0032258064516129032,0.004347826086956522,0.002127659574468085,0.0005291005291005291,0.051956244559110014,0.005555555555555556,0.0014705882352941176,0.0013698630136986301,0.0022222222222222222,0.0013157894736842105,0.01,0.0009900990099009901,0.0014285714285714286,0.000980392156862745,0.0025,0.00027624309392265195,0.0007874015748031497,0.0018867924528301887,0.001388888888888889,0.0062821716476600025,0.00034965034965034965,0.00035971223021582735,0.0012987012987012987,0.0011235955056179776,0.0035714285714285718,0.0007462686567164179
8,0.002173913043478261,0.0014705882352941176,0.002857142857142857,0.0010638297872340426,0.03404668954660136,0.0005076142131979696,0.0008264462809917356,0.0020833333333333333,0.002702702702702703,0.00196078431372549,0.0009615384615384616,0.0005847953216374269,0.008333333333333333,0.0008064516129032258,0.0013513513513513514,0.002127659574468085,0.003125,0.0025,0.001724137931034483,0.0007633587786259542,0.002702702702702703,0.0024390243902439024,0.0012195121951219512,0.00044642857142857147,0.0013333333333333335,0.0006493506493506494,0.0014285714285714286,0.0071428571428571435,0.0010416666666666667,0.00125
9,0.0013333333333333335,0.0035714285714285718,0.0018867924528301887,0.0015151515151515152,0.0016129032258064516,0.1338359791575668,0.0022222222222222222,0.002702702702702703,0.0011904761904761906,0.001724137931034483,0.001098901098901099,0.0015151515151515152,0.06684481243776816,0.0006666666666666668,0.0012987012987012987,0.001388888888888889,0.0006329113924050633,0.0013157894736842105,0.09196675995796794,0.0038461538461538464,0.001282051282051282,0.0004347826086956522,0.002127659574468085,0.00045454545454545455,0.009036767771144908,0.0006756756756756757,0.0015625,0.004347826086956522,0.0010526315789473684,0.0008547008547008547
10,0.0009433962264150943,0.003448275862068966,0.004166666666666667,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.0013698630136986301,0.002127659574468085,0.005263157894736842,0.0029411764705882353,0.005,0.0004716981132075472,0.06592351020347945,0.0030303030303030303,0.0030303030303030303,0.0058823529411764705,0.0005681818181818183,0.00025510204081632655,0.003703703703703704,0.0022222222222222222,0.0009523809523809524,0.002272727272727273,0.002380952380952381,0.0177867113105862,0.0019230769230769232,0.0009345794392523365,0.002857142857142857,0.006666666666666667,0.001282051282051282,0.0005524861878453039
