,run 0,run 1,run 2,run 3,run 4,run 5,run 6,run 7,run 8,run 9
0,0.00013054830287206266,0.07385339143737109,0.0012345679012345679,0.00019569471624266145,0.00010141987829614606,0.09708399724827395,0.0006944444444444445,0.0004716981132075472,0.002272727272727273,0.0003690036900369004
1,0.00026595744680851064,0.0002801120448179272,0.0008064516129032258,0.0008928571428571429,0.01166983338425697,0.00033112582781456954,0.000628930817610063,0.0033333333333333335,0.0,0.0007462686567164179
2,0.002777777777777778,0.011826750531662373,0.0005747126436781609,0.00044642857142857147,0.003125,0.002173913043478261,0.002173913043478261,0.0016129032258064516,0.03533958217279416,0.002564102564102564
3,0.0010869565217391304,0.0035714285714285718,0.0009090909090909091,0.0006944444444444445,0.0008474576271186442,0.011352781406565364,0.0007518796992481203,0.019468907784209604,0.0002974174708762723,0.0009615384615384616
4,0.0022222222222222222,0.002325581395348837,0.06306306306306306,0.0007874015748031497,0.003125,0.00032362459546925567,0.000925925925925926,0.04757128609130709,0.002631578947368421,0.0015873015873015873
5,0.03527916346260613,0.0020408163265306124,0.0014084507042253522,0.0003787878787878788,0.0020833333333333333,0.0038461538461538464,0.002380952380952381,0.0006993006993006993,0.003815203039870773,0.0014492753623188406
6,0.0016666666666666668,0.0012195121951219512,0.0011627906976744186,0.003125,0.00125,0.023781070942878974,0.05814464904968688,0.00029239766081871346,0.027015240781588675,0.0005882352941176471
7,0.00625,0.0013513513513513514,0.00625,0.0005780346820809249,0.0032258064516129032,0.004347826086956522,0.002127659574468085,0.0005291005291005291,0.00101010101010101,0.005555555555555556
8,0.002173913043478261,0.0014705882352941176,0.002857142857142857,0.0010638297872340426,0.0,0.0005076142131979696,0.0008264462809917356,0.0020833333333333333,0.005263157894736842,0.00196078431372549
9,0.0013333333333333335,0.0035714285714285718,0.0018867924528301887,0.0015151515151515152,0.0016129032258064516,0.028476256176337176,0.0022222222222222222,0.002702702702702703,0.0058823529411764705,0.001724137931034483
10,0.0009433962264150943,0.003448275862068966,0.004166666666666667,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.0013698630136986301,0.002127659574468085,0.0013698630136986301,0.0029411764705882353
11,0.003448275862068966,0.0038461538461538464,0.015686148595542175,0.003703703703703704,0.14561473588901805,0.14785841816166684,0.0058823529411764705,0.00125,0.02623671826552596,0.0010869565217391304
12,0.002380952380952381,0.004761904761904762,0.002272727272727273,0.002380952380952381,0.005555555555555556,0.0007092198581560284,0.0017543859649122807,0.0016949152542372883,0.001724137931034483,0.0013333333333333335
13,0.004347826086956522,0.00625,0.0018181818181818182,0.002777777777777778,0.002631578947368421,0.0016666666666666668,0.0014285714285714286,0.002173913043478261,0.003703703703703704,0.002127659574468085
14,0.003125,0.009090909090909092,0.002272727272727273,0.0011627906976744186,0.005555555555555556,0.004347826086956522,0.002272727272727273,0.0017857142857142859,0.0071428571428571435,0.003448275862068966
15,0.005263157894736842,0.0008849557522123895,0.004761904761904762,0.0022222222222222222,0.002777777777777778,0.005263157894736842,0.0017857142857142859,0.001,0.006666666666666667,0.001639344262295082
16,0.009090909090909092,0.004545454545454546,0.0038461538461538464,0.002380952380952381,0.0025,0.003448275862068966,0.004347826086956522,0.0017857142857142859,0.004166666666666667,0.0033333333333333335
17,0.002857142857142857,0.0071428571428571435,0.007692307692307693,0.0012195121951219512,0.0035714285714285718,0.0018867924528301887,0.0018867924528301887,0.004,0.004545454545454546,0.0038461538461538464
18,0.009090909090909092,0.009090909090909092,0.007692307692307693,0.0032258064516129032,0.0071428571428571435,0.03132666473272866,0.0032258064516129032,0.004545454545454546,0.00625,0.006666666666666667
19,0.0071428571428571435,0.01,0.0071428571428571435,0.005555555555555556,0.006666666666666667,0.0008620689655172415,0.0035714285714285718,0.0013698630136986301,0.008333333333333333,0.007692307692307693
20,0.007692307692307693,0.005263157894736842,0.0071428571428571435,0.005555555555555556,0.0029411764705882353,0.0011363636363636365,0.005,0.01,0.01,0.0012987012987012987
21,0.007692307692307693,0.006666666666666667,0.006666666666666667,0.005,0.006666666666666667,0.0029411764705882353,0.0015873015873015873,0.0033333333333333335,0.008333333333333333,0.0071428571428571435
22,0.01,0.01,0.0038461538461538464,0.004545454545454546,0.0058823529411764705,0.0030303030303030303,0.004,0.004347826086956522,0.006666666666666667,0.007692307692307693
23,0.01,0.009090909090909092,0.00625,0.006666666666666667,0.005555555555555556,0.002857142857142857,0.01,0.0071428571428571435,0.000625,0.0071428571428571435
24,0.005,0.007692307692307693,0.0071428571428571435,0.004347826086956522,0.01,0.006666666666666667,0.008333333333333333,0.008333333333333333,0.0071428571428571435,0.005555555555555556
25,0.01,0.007692307692307693,0.00625,0.0058823529411764705,0.007692307692307693,0.01,0.006666666666666667,0.004545454545454546,0.009090909090909092,0.01
26,0.01,0.009090909090909092,0.008333333333333333,0.003703703703703704,0.0058823529411764705,0.0071428571428571435,0.0058823529411764705,0.008333333333333333,0.01,0.006666666666666667
27,0.01,0.009090909090909092,0.0071428571428571435,0.0058823529411764705,0.009090909090909092,0.007692307692307693,0.008333333333333333,0.009090909090909092,0.009090909090909092,0.007692307692307693
28,0.0029411764705882353,0.01,0.007692307692307693,0.005,0.006666666666666667,0.00625,0.009090909090909092,0.009090909090909092,0.005,0.01
29,0.008333333333333333,0.009090909090909092,0.008333333333333333,0.0071428571428571435,0.01,0.006666666666666667,0.0071428571428571435,0.01,0.009090909090909092,0.009090909090909092
30,0.008333333333333333,0.008333333333333333,0.0071428571428571435,0.005555555555555556,0.01,0.009090909090909092,0.01,0.009090909090909092,0.0071428571428571435,0.01
31,0.008333333333333333,0.007692307692307693,0.0071428571428571435,0.004761904761904762,0.0058823529411764705,0.008333333333333333,0.004166666666666667,0.003448275862068966,0.007692307692307693,0.01
32,0.0071428571428571435,0.009090909090909092,0.008333333333333333,0.006666666666666667,0.009090909090909092,0.008333333333333333,0.009090909090909092,0.008333333333333333,0.0071428571428571435,0.01
33,0.01,0.009090909090909092,0.00625,0.006666666666666667,0.009090909090909092,0.008333333333333333,0.006666666666666667,0.01,0.008333333333333333,0.006666666666666667
34,0.008333333333333333,0.01,0.0071428571428571435,0.005555555555555556,0.0071428571428571435,0.007692307692307693,0.006666666666666667,0.007692307692307693,0.007692307692307693,0.0071428571428571435
35,0.009090909090909092,0.01,0.005,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.01,0.007692307692307693,0.008333333333333333,0.01
36,0.006666666666666667,0.0071428571428571435,0.004545454545454546,0.0058823529411764705,0.008333333333333333,0.01,0.00625,0.009090909090909092,0.009090909090909092,0.004761904761904762
37,0.01,0.008333333333333333,0.004761904761904762,0.0071428571428571435,0.002777777777777778,0.11692178010835216,0.008333333333333333,0.009090909090909092,0.007692307692307693,0.009090909090909092
38,0.009090909090909092,0.01,0.007692307692307693,0.0058823529411764705,0.01,0.008333333333333333,0.01,0.009090909090909092,0.00625,0.00625
39,0.008333333333333333,0.01,0.0058823529411764705,0.0014285714285714286,0.01,0.009090909090909092,0.009090909090909092,0.0058823529411764705,0.01,0.009090909090909092
40,0.007692307692307693,0.007692307692307693,0.007692307692307693,0.004,0.008333333333333333,0.01,0.006666666666666667,0.007692307692307693,0.009090909090909092,0.009090909090909092
41,0.005555555555555556,0.0071428571428571435,0.00625,0.0020833333333333333,0.009090909090909092,0.005263157894736842,0.009090909090909092,0.007692307692307693,0.006666666666666667,0.0071428571428571435
42,0.01,0.0038461538461538464,0.00625,0.004347826086956522,0.01,0.008333333333333333,0.009090909090909092,0.01,0.007692307692307693,0.01
43,0.01,0.01,0.007692307692307693,0.00625,0.009090909090909092,0.007692307692307693,0.007692307692307693,0.009090909090909092,0.006666666666666667,0.007692307692307693
44,0.007692307692307693,0.007692307692307693,0.00625,0.006666666666666667,0.008333333333333333,0.006666666666666667,0.007692307692307693,0.008333333333333333,0.009090909090909092,0.007692307692307693
45,0.002631578947368421,0.0058823529411764705,0.006666666666666667,0.0071428571428571435,0.007692307692307693,0.01,0.007692307692307693,0.009090909090909092,0.007692307692307693,0.007692307692307693
46,0.009090909090909092,0.008333333333333333,0.005263157894736842,0.0071428571428571435,0.01,0.01,0.0071428571428571435,0.009090909090909092,0.0058823529411764705,0.008333333333333333
47,0.01,0.0058823529411764705,0.005263157894736842,0.006666666666666667,0.009090909090909092,0.007692307692307693,0.008333333333333333,0.002857142857142857,0.006666666666666667,0.009090909090909092
48,0.007692307692307693,0.0071428571428571435,0.00625,0.006666666666666667,0.008333333333333333,0.01,0.00625,0.005555555555555556,0.0071428571428571435,0.006666666666666667
49,0.01,0.008333333333333333,0.008333333333333333,0.004545454545454546,0.007692307692307693,0.009090909090909092,0.003448275862068966,0.0071428571428571435,0.008333333333333333,0.009090909090909092
50,0.009090909090909092,0.01,0.007692307692307693,0.005263157894736842,0.008333333333333333,0.01,0.00625,0.01,0.009090909090909092,0.01
51,0.008333333333333333,0.00625,0.0071428571428571435,0.006666666666666667,0.008333333333333333,0.009090909090909092,0.0071428571428571435,0.01,0.006666666666666667,0.0071428571428571435
52,0.009090909090909092,0.006666666666666667,0.006666666666666667,0.0058823529411764705,0.006666666666666667,0.01,0.008333333333333333,0.00625,0.007692307692307693,0.008333333333333333
53,0.009090909090909092,0.0058823529411764705,0.007692307692307693,0.0058823529411764705,0.009090909090909092,0.008333333333333333,0.005555555555555556,0.007692307692307693,0.009090909090909092,0.00625
54,0.01,0.007692307692307693,0.0071428571428571435,0.005,0.01,0.008333333333333333,0.01,0.007692307692307693,0.007692307692307693,0.0071428571428571435
55,0.005,0.01,0.007692307692307693,0.005555555555555556,0.009090909090909092,0.005263157894736842,0.01,0.01,0.0071428571428571435,0.01
56,0.01,0.009090909090909092,0.007692307692307693,0.006666666666666667,0.009090909090909092,0.008333333333333333,0.005,0.008333333333333333,0.007692307692307693,0.005555555555555556
57,0.009090909090909092,0.009090909090909092,0.005555555555555556,0.006666666666666667,0.01,0.008333333333333333,0.0058823529411764705,0.009090909090909092,0.00625,0.01
58,0.006666666666666667,0.005263157894736842,0.009090909090909092,0.0071428571428571435,0.01,0.01,0.01,0.006666666666666667,0.008333333333333333,0.008333333333333333
59,0.01,0.008333333333333333,0.00625,0.0058823529411764705,0.01,0.009090909090909092,0.0071428571428571435,0.008333333333333333,0.009090909090909092,0.009090909090909092
60,0.009090909090909092,0.009090909090909092,0.004347826086956522,0.00625,0.007692307692307693,0.009090909090909092,0.006666666666666667,0.008333333333333333,0.007692307692307693,0.004347826086956522
61,0.006666666666666667,0.0071428571428571435,0.00625,0.005,0.01,0.009090909090909092,0.009090909090909092,0.0071428571428571435,0.009090909090909092,0.007692307692307693
62,0.0071428571428571435,0.009090909090909092,0.005,0.006666666666666667,0.007692307692307693,0.01,0.0071428571428571435,0.009090909090909092,0.007692307692307693,0.00625
